Job Title,Institution,Is Fintech Job,financial,customer,manage,risk,technology,investment,market,bank,asset,data,capital,regulatory,business,service,lending,system,information,fintech,product,model,solution,credit,development,loan,security,analytic,process,firm,experience,operation,share,project,order,audit,api,account,ai,sales
Senior Experience Architect,US Bank,1,2,4,2,0,0,0,2,2,0,0,0,1,7,3,0,1,2,0,2,0,1,0,1,0,0,0,0,0,17,0,1,4,0,0,0,0,6,0
Senior IT/Software Development Agile Program/Project Manager - Elavon,US Bank,1,3,4,7,2,2,0,1,5,0,0,0,0,3,5,0,1,0,0,2,1,2,1,3,0,1,0,7,0,6,1,0,16,1,0,0,0,7,1
Senior IT/Software Development Agile Program/Project Manager - Elavon,US Bank,1,3,4,7,2,2,0,1,5,0,0,0,0,3,5,0,1,0,0,2,1,2,1,3,0,1,0,7,0,6,1,0,16,1,0,0,0,7,1
Senior Java Application Developer,US Bank,1,1,1,3,1,3,0,0,2,0,2,0,0,5,4,0,9,0,0,2,2,2,0,9,0,0,0,2,0,10,0,0,5,0,0,1,1,7,0
Senior Lead Application Developer- Java/J2EE,US Bank,1,1,1,5,1,2,0,0,2,0,2,0,0,2,2,0,3,0,0,0,1,2,0,6,0,0,0,2,0,19,0,0,2,0,0,0,1,5,0
Senior Program/Project Manager - IT Infrastructure,US Bank,1,3,1,8,4,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,8,0
Senior Testing Transformation Specialist,US Bank,1,1,1,4,0,2,0,0,2,0,2,0,0,2,3,0,5,0,0,5,2,5,0,3,0,1,0,10,0,5,0,0,1,0,0,0,0,6,0
Senior TIBCO Developer (Application Integration using TIBCO BW),US Bank,1,3,2,1,1,2,0,0,4,0,0,0,0,4,3,0,2,3,0,1,1,4,0,6,0,0,0,3,0,11,0,0,1,0,0,0,1,10,0
Software Engineer - API Framework Developer,US Bank,1,1,4,3,0,1,1,1,6,0,1,0,0,0,2,0,0,0,0,5,0,0,0,5,0,0,1,0,0,14,0,0,0,0,0,1,1,5,0
Sr Application Developer,US Bank,1,1,1,2,1,3,0,0,2,0,1,0,0,6,2,0,4,0,0,0,0,2,0,9,0,0,0,2,0,6,0,0,3,0,0,0,0,9,0
Sr Reliability Engineer,US Bank,1,1,2,6,1,1,0,0,2,0,0,0,0,1,4,0,1,0,0,6,0,4,0,5,0,0,1,1,0,5,1,0,1,0,0,0,0,11,0
Sr. Content Strategist,US Bank,1,5,7,4,0,1,1,4,4,0,0,0,0,4,3,0,1,1,0,4,0,2,0,1,0,0,0,0,0,13,0,1,3,0,0,0,0,4,0
Systems Engineer Sr -U.S. Bank Asset Management,US Bank,1,1,2,2,0,4,0,0,2,0,0,0,0,1,10,0,7,0,0,1,1,11,0,1,0,2,0,2,0,4,0,0,1,0,0,0,1,3,0
Tax Credit Lending Relationship Manager,US Bank,1,2,3,6,1,0,2,0,6,0,0,0,0,5,3,7,0,0,0,1,0,0,10,3,6,0,0,0,0,2,0,0,5,0,1,0,1,1,0
Technical Card Brand Manager í¢äåäóì Data Integrity,US Bank,1,1,5,4,0,0,0,0,3,0,4,0,1,4,2,0,1,1,0,2,0,4,0,0,0,0,3,2,0,4,0,0,4,1,0,0,0,10,0
Training Manager 2,US Bank,1,1,1,5,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,2,0,0,0,0,16,0
Treasury Management Product Development Head,US Bank,1,3,5,2,0,1,0,1,4,0,0,0,0,6,0,0,0,0,0,13,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0
Treasury Management Sales Manager,US Bank,1,2,4,7,0,0,0,3,5,0,0,0,0,3,5,0,1,0,0,3,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,2,2,5
Treasury Mangement Sales Manager,US Bank,1,2,4,7,0,0,0,3,5,0,0,0,0,3,5,0,1,0,0,3,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,2,2,5
Treasury Mgmt Selling Tm Ldr 2 - Community Banking Central Division,US Bank,1,2,4,7,0,0,0,3,5,0,0,0,0,3,5,0,1,0,0,3,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,2,2,5
U.S. Bank Corporate Real Estate Supplier Manager - West Chester  Ohio,US Bank,1,1,1,7,3,0,0,0,3,0,0,0,0,1,4,0,0,0,0,4,0,0,0,3,0,0,0,3,0,3,0,0,1,0,2,0,0,5,0
U.S. Bank Investment-Fund / Securities-Operations Attorney,US Bank,1,2,3,0,0,1,10,0,9,1,0,0,1,2,9,1,0,0,0,1,0,0,0,2,0,0,0,2,1,2,4,3,0,1,1,0,3,5,0
VP  Strategic Partner Development  Emerging Markets - Venture Capital & Private Equity,US Bank,1,3,3,1,2,2,0,8,2,2,0,5,0,6,4,0,0,0,0,3,0,6,0,5,0,0,0,2,7,5,0,0,0,2,0,6,1,7,5
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,7,1,1,0,0,3,0,3,1,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,5,0,0,0,0,0,0,0,6,3
Wealth Management Advisor,US Bank,1,7,1,1,0,0,3,0,3,1,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,5,0,0,0,0,0,0,0,6,3
Wealth Management Advisor,US Bank,1,7,1,1,0,0,3,0,3,1,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,5,0,0,0,0,0,0,0,6,3
Wealth Management Advisor,US Bank,1,7,1,1,0,0,3,0,3,1,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,5,0,0,0,0,0,0,0,6,3
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,1,3,1,0,0,0,1,3,0,0,0,0,3,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,7,1,1,0,0,3,0,3,1,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,5,0,0,0,0,0,0,0,6,3
Wealth Management Advisor,US Bank,1,7,1,1,0,0,3,0,3,1,0,0,0,1,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,5,0,0,0,0,0,0,0,6,3
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Advisor,US Bank,1,3,1,4,0,0,8,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,5,2
Wealth Management Associate,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - 5th and Walnut  OH,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Apple Valley  MN,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Auburn,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Beaverton  OR,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Belleview - Denver  CO,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Bridgeton  MO,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Chicago  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Ellisville  MO,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Forest Park  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Franklin  TN,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Glenview  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Highlands Ranch  CO,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Hillsboro  OR,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Kent  WA,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Lakewood  CO,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Lawrenceburg  IN,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Littleton  CO,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Minneapolis  MN,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Morton Grove  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Naperville  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Oak Lawn  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Olympia  WA,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Orem  UT,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Portland  OR,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Portland  OR,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Registered - Los Gatos  CA,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Springdale  OH,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Sunny Hills  CA,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Tualatin  OR,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Tustin  CA,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Waukesha  WI,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate - Woodbury  MN,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate NMLS 2,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate NMLS 2,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate NMLS 2 - Aurora  Co,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate NMLS 2 - Bethalto  IL,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate NMLS 2 - Nashville  TN,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Associate NMLS 2 - Seattle  WA,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Wealth Management Banker,US Bank,1,3,4,1,2,0,1,1,3,0,0,1,0,4,1,1,0,0,0,1,0,0,4,3,2,0,1,2,0,2,0,0,0,0,0,1,0,11,1
Wealth Management Banker,US Bank,1,3,4,1,2,0,2,1,3,0,0,1,0,4,1,1,0,0,0,1,0,0,4,3,2,0,1,2,0,2,0,0,0,0,0,1,0,11,1
Wealth Management Banker - Fairborn  OH,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,3,0,0,0,3,0,0,0,8,1
Wealth Management Banker - Independence  OH,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker - Lakewood,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,3,0,0,0,3,0,0,0,7,1
Wealth Management Banker - Madison,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker - Madison  WI,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,3,0,0,0,3,0,0,0,7,1
Wealth Management Banker - Oak Lawn  IL,US Bank,1,2,1,1,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,3,0,0,0,3,0,0,0,7,1
Wealth Management Banker - San Jose,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker - Santa Cruz and Surrounding Area,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Auburn-WA,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Beaverton-OR,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Escondido-CA,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Olympia-WA,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Pasadena-CA,US Bank,1,1,1,2,0,0,1,0,6,1,0,0,0,3,5,1,0,0,0,4,0,2,3,2,0,0,1,2,0,3,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Portland-OR,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,3,0,0,0,3,0,0,0,7,1
Wealth Management Banker  Portland-OR,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Rancho Cucamonga-CA,US Bank,1,2,1,1,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker  Tualatin-OR,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banker- Milwaukee,US Bank,1,2,1,2,0,0,1,0,6,0,0,0,0,3,6,1,0,0,0,4,0,2,3,2,0,0,1,2,0,4,0,0,0,2,0,0,0,7,1
Wealth Management Banking Relationship Manager,US Bank,1,4,4,2,2,0,2,1,4,0,0,1,0,4,1,2,0,0,0,2,0,0,5,3,2,0,1,2,0,2,0,0,0,0,0,1,0,11,1
Wealth Management Region Manager  Orange County,US Bank,1,3,3,6,1,0,0,1,2,0,0,0,0,3,3,0,1,0,0,1,1,1,4,3,0,0,1,1,0,3,0,1,0,0,0,0,0,6,4
Wealth Management Regional Manager,US Bank,1,3,3,6,1,0,0,1,2,0,0,0,0,3,3,0,1,0,0,1,1,1,4,3,0,0,1,1,0,3,0,1,0,0,0,0,0,6,4
Wealth Management Trust Invesment Advisor,US Bank,1,5,1,3,0,0,8,1,4,0,0,1,0,4,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0
Weath Management Associate - Milwaukee  WI,US Bank,1,1,3,1,0,0,1,0,5,0,0,0,3,2,2,0,0,0,0,0,0,0,2,1,0,0,1,4,0,2,2,0,0,0,0,0,0,9,2
Staff Software Development Engineer / Java,Charles Schwab,1,0,0,2,0,1,0,0,0,0,1,0,0,5,2,0,1,1,0,5,1,7,0,5,0,0,0,7,2,9,0,1,0,0,0,0,0,12,0
Sr. C#/.Net Developer,Charles Schwab,1,2,0,0,1,6,0,0,0,1,2,0,0,6,4,0,3,1,0,0,1,3,0,7,0,0,0,2,2,6,0,2,1,0,0,0,0,10,0
Sr. Manager  QA Engineering,Charles Schwab,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,9,0,4,0,0,0,5,2,9,0,1,1,0,0,0,0,16,0
